graph_id,source,n_nodes,n_edges,n_nodes_reduced,n_edges_reduced,clf_f1,clf_auc,clf_precision,clf_recall,pipeline_cover_size,baseline_cover_size,optimality_gap,cover_valid,feature_extraction_time,pipeline_runtime,baseline_runtime,speedup,node_reduction,edge_reduction,n_forced
0,erdos,15,15,13,13,0.8571428571428571,0.9642857142857143,0.8571428571428571,0.8571428571428571,9,7,0.2857142857142857,True,0.017530910670757294,0.023533311672508717,0.014050596859306097,0.5970514075891752,0.13333333333333333,0.1333333333333333,2
1,tudataset:MUTAG,20,23,17,20,0.8181818181818182,1.0,0.6923076923076923,1.0,10,9,0.1111111111111111,True,0.021971601992845535,0.018170346040278673,0.0145863713696599,0.8027569390987885,0.15,0.13043478260869568,2
2,erdos,25,27,25,27,0.6153846153846154,0.5576923076923077,0.5714285714285714,0.6666666666666666,12,12,0.0,True,0.024704189971089363,0.017513161059468985,0.015260525047779083,0.8713746762197478,0.0,0.0,0
3,erdos,18,33,18,33,0.8,0.8831168831168831,0.7142857142857143,0.9090909090909091,11,11,0.0,True,0.02362905303016305,0.02065992308780551,0.01813600491732359,0.8778350645471832,0.0,0.0,0
4,tudataset:MUTAG,19,22,17,20,0.3333333333333333,0.3555555555555555,0.3333333333333333,0.3333333333333333,9,9,0.0,True,0.021950392052531242,0.016540633980184793,0.014429209753870964,0.87234925645273,0.10526315789473684,0.09090909090909094,1
5,erdos,6,6,5,5,0.75,0.9444444444444444,0.6,1.0,3,3,0.0,True,0.008800449781119823,0.023309591691941023,0.013595522847026587,0.5832587299985634,0.16666666666666666,0.16666666666666663,1
6,erdos,7,12,6,10,0.6666666666666666,0.8333333333333334,1.0,0.5,4,4,0.0,True,0.009220903739333153,0.016285432036966085,0.013969216030091047,0.8577737451719125,0.14285714285714285,0.16666666666666663,2
7,tudataset:MUTAG,20,22,16,18,0.72,0.6868686868686869,0.5625,1.0,9,9,0.0,True,0.022208993788808584,0.01555261667817831,0.013883626088500023,0.8926874734834795,0.2,0.18181818181818177,2
8,erdos,16,35,15,32,0.9166666666666666,0.9818181818181819,0.8461538461538461,1.0,11,11,0.0,True,0.022228723857551813,0.01975305564701557,0.01792918425053358,0.907666366709317,0.0625,0.08571428571428574,3
9,erdos,28,179,28,179,0.92,0.8799999999999999,0.92,0.92,25,25,0.0,True,0.13818849390372634,0.07852951204404235,0.07217113813385367,0.9190320461099687,0.0,0.0,0
10,erdos,5,5,5,5,0.5714285714285714,0.25,0.5,0.6666666666666666,3,3,0.0,True,0.007264520041644573,0.022316263988614082,0.012927649077028036,0.5792927115230316,0.0,0.0,0
11,erdos,8,7,6,5,0.5,0.5,0.5,0.5,4,4,0.0,True,0.009924729354679585,0.02197191072627902,0.012642137706279755,0.5753772561600391,0.25,0.2857142857142857,2
12,erdos,34,68,31,63,0.8333333333333334,0.8977272727272727,0.7692307692307693,0.9090909090909091,23,22,0.045454545454545456,True,0.0447929291985929,0.026793675031512976,0.025294324848800898,0.9440408909584579,0.08823529411764706,0.07352941176470584,5
13,tudataset:MUTAG,17,19,15,17,0.7368421052631579,0.8055555555555556,0.6363636363636364,0.875,8,8,0.0,True,0.020911794155836105,0.01770999189466238,0.014251199085265398,0.8046982274204525,0.11764705882352941,0.10526315789473684,1
14,erdos,22,40,21,39,0.8461538461538461,0.8205128205128206,0.8461538461538461,0.8461538461538461,13,13,0.0,True,0.030190187972038984,0.021485948003828526,0.0184715180657804,0.8597022604024271,0.045454545454545456,0.025000000000000022,1
15,erdos,12,18,11,17,0.8888888888888888,0.875,0.8,1.0,9,8,0.125,True,0.014514300040900707,0.018184144981205463,0.015634829178452492,0.85980557208558,0.08333333333333333,0.05555555555555558,1
