graph_id,source,n_nodes,n_edges,n_nodes_reduced,n_edges_reduced,clf_f1,clf_auc,clf_precision,clf_recall,pipeline_cover_size,baseline_cover_size,optimality_gap,cover_valid,feature_extraction_time,pipeline_runtime,baseline_runtime,speedup,node_reduction,edge_reduction,n_forced
37,erdos,33,50,32,49,0.8181818181818182,0.8233082706766917,0.72,0.9473684210526315,19,19,0.0,True,0.035535173024982214,0.045884571969509125,0.05354540795087814,1.1669588633508392,0.030303030303030304,0.020000000000000018,1
38,erdos,24,44,21,40,0.8484848484848485,0.9357142857142857,0.7368421052631579,1.0,14,14,0.0,True,0.027934168931096792,0.03420222224667668,0.06377198500558734,1.8645567690205818,0.125,0.09090909090909094,4
39,erdos,32,66,32,66,0.8444444444444444,0.7958333333333334,0.76,0.95,20,20,0.0,True,0.032776840031147,0.037100846879184246,0.01812584511935711,0.48855610165402374,0.0,0.0,0
40,tudataset:PROTEINS,29,50,29,50,0.8,0.75,0.6923076923076923,0.9473684210526315,19,19,0.0,True,0.030492370948195457,0.02123158099129796,0.017704580910503864,0.833879536232385,0.0,0.0,0
41,tudataset:PROTEINS,51,97,50,95,0.8169014084507042,0.8015873015873015,0.7073170731707317,0.9666666666666667,30,30,0.0,True,0.06419318821281195,0.059558659326285124,0.026115313172340393,0.43848054116313656,0.0196078431372549,0.020618556701030966,2
42,tudataset:NCI1,54,61,53,60,0.64,0.5775034293552812,0.5,0.8888888888888888,28,27,0.037037037037037035,True,0.05336145590990782,0.07580361794680357,0.07535230414941907,0.9940462762911763,0.018518518518518517,0.016393442622950838,1
43,erdos,11,11,11,11,0.5714285714285714,0.35,0.5,0.6666666666666666,6,6,0.0,True,0.009680212941020727,0.06325488071888685,0.06207005027681589,0.9812689482834296,0.0,0.0,0
44,erdos,7,7,6,6,1.0,1.0,1.0,1.0,3,3,0.0,True,0.007929318118840456,0.07083077495917678,0.049743175972253084,0.7022819671381896,0.14285714285714285,0.1428571428571429,1
45,erdos,6,14,6,14,1.0,1.0,1.0,1.0,4,4,0.0,True,0.006719817873090506,0.0419811992906034,0.06220184126868844,1.4816594647073602,0.0,0.0,0
46,tudataset:PROTEINS,22,48,22,48,0.9032258064516129,0.9464285714285714,0.8235294117647058,1.0,14,14,0.0,True,0.029321161098778248,0.07605230994522572,0.058222207240760326,0.7655547514952937,0.0,0.0,0
47,erdos,28,45,27,44,0.7368421052631579,0.7459893048128342,0.6666666666666666,0.8235294117647058,17,17,0.0,True,0.02772138686850667,0.09224696783348918,0.09814310912042856,1.0639169115843703,0.03571428571428571,0.022222222222222254,1
48,tudataset:PROTEINS,9,18,9,18,0.8571428571428571,0.9166666666666667,0.75,1.0,6,6,0.0,True,0.008970025926828384,0.013714206870645285,0.022038877941668034,1.6070107553096182,0.0,0.0,0
49,tudataset:NCI1,17,18,13,14,0.8,0.8285714285714286,0.75,0.8571428571428571,7,7,0.0,True,0.017448509112000465,0.0350342090241611,0.03695854498073459,1.054927341309358,0.23529411764705882,0.2222222222222222,4
