graph_id,source,n_nodes,n_edges,n_nodes_reduced,n_edges_reduced,clf_f1,clf_auc,clf_precision,clf_recall,pipeline_cover_size,baseline_cover_size,optimality_gap,cover_valid,feature_extraction_time,pipeline_runtime,baseline_runtime,speedup,node_reduction,edge_reduction,n_forced
0,erdos,30,48,19,35,,,,,19,16,0.1875,True,0.0,0.02553110699955141,0.024500946999978623,0.9596507899328106,0.36666666666666664,0.27083333333333337,7
1,erdos,10,17,8,13,,,,,6,6,0.0,True,0.0,0.017260644000089087,0.01735414400081936,1.0054169474053107,0.2,0.23529411764705888,3
2,erdos,7,8,6,7,,,,,4,4,0.0,True,0.0,0.01781627899981686,0.021686573999431857,1.2172336322110124,0.14285714285714285,0.125,1
3,erdos,33,53,23,37,,,,,17,16,0.0625,True,0.0,0.02061764299924107,0.025562693000210857,1.239845553691652,0.30303030303030304,0.30188679245283023,12
4,erdos,17,27,14,24,,,,,10,10,0.0,True,0.0,0.022623500999543467,0.019829227999252907,0.8764880377998548,0.17647058823529413,0.11111111111111116,3
5,erdos,31,53,27,48,,,,,19,18,0.05555555555555555,True,0.0,0.023821730999770807,0.022008630000527774,0.9238887804055684,0.12903225806451613,0.09433962264150941,4
6,erdos,17,21,16,20,,,,,9,9,0.0,True,0.0,0.01855068199984089,0.015787403999638627,0.8510417029289832,0.058823529411764705,0.04761904761904767,1
7,erdos,28,179,24,157,,,,,25,25,0.0,True,0.0,0.06426914999974542,0.06840923100025975,1.0644178583430888,0.14285714285714285,0.12290502793296088,4
8,erdos,31,48,21,36,,,,,19,17,0.11764705882352941,True,0.0,0.02063791399996262,0.021644708000167157,1.0487837094488504,0.3225806451612903,0.25,7
9,erdos,25,23,19,17,,,,,13,12,0.08333333333333333,True,0.0,0.016353119999621413,0.015421791999870038,0.9430489105581726,0.24,0.26086956521739135,6
10,erdos,22,32,21,31,,,,,13,12,0.08333333333333333,True,0.0,0.019834665000416862,0.01983217999986664,0.9998747142666553,0.045454545454545456,0.03125,1
11,erdos,13,60,11,47,,,,,12,10,0.2,True,0.0,0.024373824999202043,0.02607961399917258,1.0699844607904743,0.15384615384615385,0.21666666666666667,9
12,erdos,28,47,23,42,,,,,17,17,0.0,True,0.0,0.026809484000295924,0.022179431000040495,0.827297944257177,0.17857142857142858,0.1063829787234043,2
13,erdos,7,21,2,1,,,,,6,6,0.0,True,0.0,0.012628202999621863,0.018113608000021486,1.4343773219803229,0.7142857142857143,0.9523809523809523,2
14,erdos,30,35,20,25,,,,,13,13,0.0,True,0.0,0.022610132000409067,0.019689522999215114,0.8708274236903565,0.3333333333333333,0.2857142857142857,8
15,erdos,12,18,11,17,,,,,9,8,0.125,True,0.0,0.01898775699919497,0.017476453999734076,0.920406449296514,0.08333333333333333,0.05555555555555558,1
16,erdos,11,13,9,11,,,,,6,6,0.0,True,0.0,0.016665807999743265,0.015976140000020678,0.9586177880044453,0.18181818181818182,0.15384615384615385,2
17,erdos,9,13,7,11,,,,,5,5,0.0,True,0.0,0.02006237100067665,0.01632165199953306,0.8135455175752944,0.2222222222222222,0.15384615384615385,1
18,erdos,9,11,8,10,,,,,5,5,0.0,True,0.0,0.01715688000058435,0.016206540999519348,0.9446088682188932,0.1111111111111111,0.09090909090909094,1
19,erdos,13,12,9,8,,,,,6,6,0.0,True,0.0,0.014744034000614192,0.014139019000140252,0.9589654364301698,0.3076923076923077,0.33333333333333337,4
20,erdos,14,30,13,29,,,,,8,8,0.0,True,0.0,0.02210031400045409,0.019224929999836604,0.869893975236804,0.07142857142857142,0.033333333333333326,1
21,erdos,26,28,21,23,,,,,15,13,0.15384615384615385,True,0.0,0.02039305400012381,0.0185584539995034,0.9100379962408145,0.19230769230769232,0.1785714285714286,5
22,erdos,13,24,12,23,,,,,8,8,0.0,True,0.0,0.023260167999978876,0.01770159500028967,0.7610261026621024,0.07692307692307693,0.04166666666666663,1
23,erdos,18,25,16,23,,,,,11,9,0.2222222222222222,True,0.0,0.018056701999739744,0.016816588999972737,0.9313211792615904,0.1111111111111111,0.07999999999999996,2
24,erdos,29,71,16,45,,,,,14,12,0.16666666666666666,True,0.0,0.023644775999855483,0.024886959000468778,1.0525351984988518,0.4482758620689655,0.3661971830985915,12
25,erdos,16,43,15,41,,,,,11,11,0.0,True,0.0,0.023666709999815794,0.02131601499968383,0.9006750410111816,0.0625,0.046511627906976716,2
26,erdos,19,31,18,30,,,,,11,11,0.0,True,0.0,0.01968179699997563,0.02119622400005028,1.076945565492649,0.05263157894736842,0.032258064516129004,1
27,erdos,15,16,13,14,,,,,8,8,0.0,True,0.0,0.019027751000066928,0.015646572999685304,0.8223028039220331,0.13333333333333333,0.125,2
28,erdos,34,36,29,31,,,,,15,15,0.0,True,0.0,0.01847953200012853,0.016701853999620653,0.9038028668423252,0.14705882352941177,0.13888888888888884,5
29,erdos,8,7,6,5,,,,,4,4,0.0,True,0.0,0.019771676999880583,0.017157482000584423,0.8677808159969461,0.25,0.2857142857142857,2
30,erdos,23,54,22,53,,,,,15,15,0.0,True,0.0,0.029048120999505045,0.02242086099977314,0.7718523687007216,0.043478260869565216,0.01851851851851849,1
31,erdos,28,50,25,47,,,,,18,16,0.125,True,0.0,0.02251982300003874,0.021099900000081107,0.9369478614483252,0.10714285714285714,0.06000000000000005,3
32,erdos,23,43,19,35,,,,,16,15,0.06666666666666667,True,0.0,0.021827806999681343,0.020667875000071945,0.9468598929967481,0.17391304347826086,0.18604651162790697,5
33,erdos,24,24,18,18,,,,,13,11,0.18181818181818182,True,0.0,0.017798371999560914,0.016649672999847098,0.935460445497928,0.25,0.25,4
34,erdos,7,12,5,8,,,,,4,4,0.0,True,0.0,0.016163392000635213,0.015956084999743325,0.9871742886094862,0.2857142857142857,0.33333333333333337,3
35,erdos,20,188,16,120,,,,,19,18,0.05555555555555555,True,0.0,0.061494909999964875,0.09464881099938793,1.539132442009298,0.2,0.36170212765957444,16
36,erdos,32,347,31,332,,,,,31,27,0.14814814814814814,True,0.0,0.09740905400030897,0.10957146999953693,1.1248591942920356,0.03125,0.043227665706051854,15
37,erdos,32,38,18,21,,,,,20,17,0.17647058823529413,True,0.0,0.020068501000423566,0.02254358299978776,1.1233316827854734,0.4375,0.4473684210526315,9
38,erdos,19,29,18,28,,,,,11,11,0.0,True,0.0,0.022642963000180316,0.019060564000028535,0.841787534602991,0.05263157894736842,0.03448275862068961,1
39,erdos,28,42,26,40,,,,,16,16,0.0,True,0.0,0.02326179899955605,0.021717966999858618,0.9336323042028307,0.07142857142857142,0.04761904761904767,2
40,erdos,25,54,19,41,,,,,14,13,0.07692307692307693,True,0.0,0.024835600000187696,0.024097374000120908,0.9702754916305139,0.24,0.2407407407407407,8
41,erdos,25,52,24,51,,,,,16,16,0.0,True,0.0,0.024822127999868826,0.023661999000069045,0.9532623069300943,0.04,0.019230769230769273,1
42,erdos,15,11,7,4,,,,,7,7,0.0,True,0.0,0.015066436999404687,0.014779684000131965,0.9809674311661044,0.5333333333333333,0.6363636363636364,5
43,erdos,16,26,12,21,,,,,9,9,0.0,True,0.0,0.019098764999398554,0.01916156100014632,1.0032879613288999,0.25,0.1923076923076923,4
44,erdos,20,18,15,13,,,,,11,9,0.2222222222222222,True,0.0,0.016260044999398815,0.015112596999642847,0.9294314376252715,0.25,0.2777777777777778,5
45,erdos,15,51,9,36,,,,,13,13,0.0,True,0.0,0.026577726999676088,0.0270868640000117,1.019156529086999,0.4,0.2941176470588235,0
46,erdos,5,4,3,2,,,,,3,2,0.5,True,0.0,0.015563969000140787,0.01357838400053879,0.8724242511929935,0.4,0.5,2
47,erdos,6,6,5,5,,,,,3,3,0.0,True,0.0,0.014365832000294176,0.015534819000095013,1.0813727321729014,0.16666666666666666,0.16666666666666663,1
48,erdos,22,24,17,19,,,,,12,11,0.09090909090909091,True,0.0,0.018542429000262928,0.018218670000351267,0.9825395583336428,0.22727272727272727,0.20833333333333337,5
