graph_id,source,n_nodes,n_edges,n_nodes_reduced,n_edges_reduced,clf_f1,clf_auc,clf_precision,clf_recall,pipeline_cover_size,baseline_cover_size,optimality_gap,cover_valid,feature_extraction_time,pipeline_runtime,baseline_runtime,speedup,node_reduction,edge_reduction,n_forced
0,erdos,30,48,27,45,0.8484848484848485,0.9419642857142857,0.8235294117647058,0.875,17,16,0.0625,True,0.03045827699952497,0.04678933900049742,0.02356484800020553,0.5036371212671974,0.1,0.0625,3
1,erdos,10,17,8,13,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,6,6,0.0,True,0.013011271999857854,0.032642108999425545,0.023091555999599223,0.707416178286936,0.2,0.23529411764705888,3
2,erdos,7,8,7,8,0.8571428571428571,0.9583333333333334,1.0,0.75,4,4,0.0,True,0.011764566999772796,0.03272334099983709,0.020406136999554292,0.6235957691378726,0.0,0.0,0
3,erdos,33,53,27,45,0.625,0.7941176470588235,0.625,0.625,18,16,0.125,True,0.042845309000767884,0.03739637499984383,0.023449182999684126,0.6270442790185426,0.18181818181818182,0.15094339622641506,6
4,erdos,17,27,13,22,0.8571428571428571,0.8214285714285714,0.8181818181818182,0.9,11,10,0.1,True,0.018428888999551418,0.03699914600019838,0.023085210000317602,0.6239389957863845,0.23529411764705882,0.18518518518518523,5
5,erdos,31,53,28,49,0.7894736842105263,0.8226495726495726,0.75,0.8333333333333334,19,18,0.05555555555555555,True,0.03948983299960673,0.041636153999206726,0.027233134000198334,0.6540741971680957,0.0967741935483871,0.07547169811320753,4
6,erdos,17,21,17,21,0.8571428571428571,0.8541666666666667,0.75,1.0,9,9,0.0,True,0.02092465599980642,0.035119284999382216,0.021569872999862127,0.614188842405008,0.0,0.0,0
7,erdos,28,179,28,179,0.9433962264150944,0.8533333333333333,0.8928571428571429,1.0,25,25,0.0,True,0.09958947199993418,0.09045196500028396,0.06521959300062008,0.7210411957375976,0.0,0.0,0
8,erdos,31,48,28,45,0.7428571428571429,0.7647058823529411,0.7222222222222222,0.7647058823529411,17,17,0.0,True,0.029736237000179244,0.04161371499958477,0.024626559000353154,0.5917894857644621,0.0967741935483871,0.0625,3
9,erdos,25,23,25,23,0.5,0.6282051282051282,0.625,0.4166666666666667,12,12,0.0,True,0.026446568999745068,0.030089714000496315,10.025622160000239,333.19100872261106,0.0,0.0,0
10,erdos,22,32,19,27,0.8888888888888888,0.9374999999999999,0.8,1.0,12,12,0.0,True,0.03367235400037316,0.04298898099932558,0.024742564000007405,0.5755559546851221,0.13636363636363635,0.15625,3
11,erdos,13,60,13,60,0.8695652173913043,0.7,0.7692307692307693,1.0,10,10,0.0,True,0.031174433000160207,0.04078289399967616,0.024919250000493776,0.6110221113953229,0.0,0.0,0
12,erdos,28,47,25,44,0.6666666666666666,0.6443850267379679,0.631578947368421,0.7058823529411765,17,17,0.0,True,0.029673407999325718,0.03514915399955498,0.023124137000195333,0.6578860191197803,0.10714285714285714,0.06382978723404253,1
13,erdos,7,21,7,21,0.9230769230769231,0.5,0.8571428571428571,1.0,6,6,0.0,True,0.00981542299996363,0.03778487099953054,0.02297042300051544,0.60792646349913,0.0,0.0,0
14,erdos,30,35,20,25,0.7142857142857143,0.7918552036199096,0.6666666666666666,0.7692307692307693,13,13,0.0,True,0.03057416999945417,0.03712131300017063,0.020837558000494028,0.5613367716922687,0.3333333333333333,0.2857142857142857,8
15,erdos,12,18,11,17,0.8888888888888888,0.78125,0.8,1.0,9,8,0.125,True,0.014447188999838545,0.034475451000616886,0.020865783000772353,0.6052359692234045,0.08333333333333333,0.05555555555555558,1
16,erdos,11,13,9,11,0.8333333333333334,0.9166666666666667,0.8333333333333334,0.8333333333333334,6,6,0.0,True,0.013473033000082069,0.029155370999433217,0.018882157000007282,0.6476390576670883,0.18181818181818182,0.15384615384615385,2
17,erdos,9,13,8,11,0.8,0.875,0.8,0.8,5,5,0.0,True,0.012200900999232545,0.03126542799964227,0.021220343000095454,0.678715896687493,0.1111111111111111,0.15384615384615385,2
18,erdos,9,11,7,8,0.7272727272727273,0.825,0.6666666666666666,0.8,5,5,0.0,True,0.009961124999790627,0.03201564499977394,0.021539071000006516,0.6727670487400332,0.2222222222222222,0.2727272727272727,3
19,erdos,13,12,13,12,0.8333333333333334,0.8095238095238095,0.8333333333333334,0.8333333333333334,6,6,0.0,True,0.02126642700022785,0.030066205000366608,0.022260583999923256,0.7403855591236681,0.0,0.0,0
20,erdos,14,30,12,27,0.9411764705882353,0.9583333333333334,0.8888888888888888,1.0,8,8,0.0,True,0.02452521999930468,0.037955503999910434,0.023817906999283878,0.627521821323729,0.14285714285714285,0.09999999999999998,2
21,erdos,26,28,24,26,0.6666666666666666,0.7514792899408284,0.6428571428571429,0.6923076923076923,13,13,0.0,True,0.027982012999927974,0.03341786199962371,0.030571641999813437,0.9148293807712079,0.07692307692307693,0.0714285714285714,2
22,erdos,13,24,11,21,0.9411764705882353,0.9500000000000001,0.8888888888888888,1.0,8,8,0.0,True,0.018564001999948232,0.037603855000270414,0.02318964100049925,0.6166825449234524,0.15384615384615385,0.125,3
23,erdos,18,25,15,20,0.8888888888888888,0.9382716049382717,0.8888888888888888,0.8888888888888888,10,9,0.1111111111111111,True,0.020821889999751875,0.03478744599942729,0.02474651000011363,0.7113632314519737,0.16666666666666666,0.19999999999999996,3
24,erdos,29,71,22,59,0.7272727272727273,0.9215686274509803,0.8,0.6666666666666666,12,12,0.0,True,0.061520567999650666,0.04127031300049566,0.026876423000430805,0.651228959666674,0.2413793103448276,0.16901408450704225,5
25,erdos,16,43,15,41,0.782608695652174,0.8181818181818182,0.75,0.8181818181818182,11,11,0.0,True,0.023932283999783976,0.046357584000361385,0.024122273000102723,0.5203522470005054,0.0625,0.046511627906976716,2
26,erdos,19,31,18,30,0.75,0.7840909090909092,0.6923076923076923,0.8181818181818182,11,11,0.0,True,0.023717986000519886,0.037985346999448666,0.029466327999216446,0.7757288093128156,0.05263157894736842,0.032258064516129004,1
27,erdos,15,16,14,15,0.8235294117647058,0.8571428571428572,0.7777777777777778,0.875,8,8,0.0,True,0.02442886000062572,0.030742579000616388,0.022597703999963414,0.7350620778923698,0.06666666666666667,0.0625,1
28,erdos,34,36,32,34,0.7741935483870968,0.8736842105263158,0.75,0.8,15,15,0.0,True,0.034065582000039285,0.03595413400034886,0.02328538700021454,0.6476414367257074,0.058823529411764705,0.05555555555555558,2
29,erdos,8,7,6,5,0.5,0.5,0.5,0.5,4,4,0.0,True,0.013193241999942984,0.02914191999934701,0.02125350599999365,0.7293104229395277,0.25,0.2857142857142857,2
30,erdos,23,54,21,51,0.8666666666666667,0.9,0.8666666666666667,0.8666666666666667,15,15,0.0,True,0.030928565999602142,0.046442781999758154,0.025086172000555962,0.5401522243152143,0.08695652173913043,0.05555555555555558,3
31,erdos,28,50,25,47,0.8484848484848485,0.8489583333333333,0.8235294117647058,0.875,18,16,0.125,True,0.031384256999444915,0.042978946000403084,0.023328403999585134,0.542786786799433,0.10714285714285714,0.06000000000000005,3
32,erdos,23,43,23,43,0.6896551724137931,0.6708333333333334,0.7142857142857143,0.6666666666666666,15,15,0.0,True,0.026498318999983894,0.0415241029995741,0.02397565899991605,0.577391376766452,0.0,0.0,0
33,erdos,24,24,20,20,0.8695652173913043,0.9370629370629372,0.8333333333333334,0.9090909090909091,12,11,0.09090909090909091,True,0.029583212999568786,0.03545908700016298,0.02239164399998117,0.6314783006081981,0.16666666666666666,0.16666666666666663,2
34,erdos,7,12,6,10,0.5714285714285714,0.75,0.6666666666666666,0.5,4,4,0.0,True,0.012035501999889675,0.033923862999472476,0.026238035000460513,0.7734388916989944,0.14285714285714285,0.16666666666666663,2
35,erdos,20,188,20,188,0.9473684210526315,0.9444444444444444,0.9,1.0,18,18,0.0,True,0.11795907000032457,0.12514867000027152,0.09303849299976719,0.7434237455305385,0.0,0.0,0
36,erdos,32,347,32,347,0.9310344827586207,0.6296296296296297,0.8709677419354839,1.0,27,27,0.0,True,0.3341463590004423,0.13101385600020876,0.09831557500001509,0.7504211997230158,0.0,0.0,0
37,erdos,32,38,31,37,0.6666666666666666,0.6294117647058823,0.631578947368421,0.7058823529411765,18,17,0.058823529411764705,True,0.0280076380004175,0.037928602000647516,0.021778054000606062,0.5741855183651184,0.03125,0.02631578947368418,1
38,erdos,19,29,17,26,0.8695652173913043,0.9772727272727273,0.8333333333333334,0.9090909090909091,11,11,0.0,True,0.01992725599939149,0.037278984999829845,0.022523970999827725,0.604200221651167,0.10526315789473684,0.10344827586206895,3
